num_soura,num_aya,aya,name_soura
18,16,وإذ اعتزلتموهم وما يعبدون إلا الله فأووا إلى الكهف ينشر لكم ربكم من رحمته ويهيئ لكم من أمركم مرفقا,الكهف
18,17,وترى الشمس إذا طلعت تزاور عن كهفهم ذات اليمين وإذا غربت تقرضهم ذات الشمال وهم في فجوة منه ۚ ذلك من آيات الله ۗ من يهد الله فهو المهتد ۖ ومن يضلل فلن تجد له وليا مرشدا,الكهف
18,18,وتحسبهم أيقاظا وهم رقود ۚ ونقلبهم ذات اليمين وذات الشمال ۖ وكلبهم باسط ذراعيه بالوصيد ۚ لو اطلعت عليهم لوليت منهم فرارا ولملئت منهم رعبا,الكهف
18,19,وكذلك بعثناهم ليتساءلوا بينهم ۚ قال قائل منهم كم لبثتم ۖ قالوا لبثنا يوما أو بعض يوم ۚ قالوا ربكم أعلم بما لبثتم فابعثوا أحدكم بورقكم هذه إلى المدينة فلينظر أيها أزكى طعاما فليأتكم برزق منه وليتلطف ولا يشعرن بكم أحدا,الكهف
18,20,إنهم إن يظهروا عليكم يرجموكم أو يعيدوكم في ملتهم ولن تفلحوا إذا أبدا,الكهف
18,21,وكذلك أعثرنا عليهم ليعلموا أن وعد الله حق وأن الساعة لا ريب فيها إذ يتنازعون بينهم أمرهم ۖ فقالوا ابنوا عليهم بنيانا ۖ ربهم أعلم بهم ۚ قال الذين غلبوا على أمرهم لنتخذن عليهم مسجدا,الكهف
18,22,سيقولون ثلاثة رابعهم كلبهم ويقولون خمسة سادسهم كلبهم رجما بالغيب ۖ ويقولون سبعة وثامنهم كلبهم ۚ قل ربي أعلم بعدتهم ما يعلمهم إلا قليل ۗ فلا تمار فيهم إلا مراء ظاهرا ولا تستفت فيهم منهم أحدا,الكهف
18,23,ولا تقولن لشيء إني فاعل ذلك غدا,الكهف
18,24,إلا أن يشاء الله ۚ واذكر ربك إذا نسيت وقل عسى أن يهدين ربي لأقرب من هذا رشدا,الكهف
18,25,ولبثوا في كهفهم ثلاث مائة سنين وازدادوا تسعا,الكهف
18,26,قل الله أعلم بما لبثوا ۖ له غيب السماوات والأرض ۖ أبصر به وأسمع ۚ ما لهم من دونه من ولي ولا يشرك في حكمه أحدا,الكهف
18,27,واتل ما أوحي إليك من كتاب ربك ۖ لا مبدل لكلماته ولن تجد من دونه ملتحدا,الكهف
18,28,واصبر نفسك مع الذين يدعون ربهم بالغداة والعشي يريدون وجهه ۖ ولا تعد عيناك عنهم تريد زينة الحياة الدنيا ۖ ولا تطع من أغفلنا قلبه عن ذكرنا واتبع هواه وكان أمره فرطا,الكهف
18,29,وقل الحق من ربكم ۖ فمن شاء فليؤمن ومن شاء فليكفر ۚ إنا أعتدنا للظالمين نارا أحاط بهم سرادقها ۚ وإن يستغيثوا يغاثوا بماء كالمهل يشوي الوجوه ۚ بئس الشراب وساءت مرتفقا,الكهف
18,30,إن الذين آمنوا وعملوا الصالحات إنا لا نضيع أجر من أحسن عملا,الكهف
18,31,أولئك لهم جنات عدن تجري من تحتهم الأنهار يحلون فيها من أساور من ذهب ويلبسون ثيابا خضرا من سندس وإستبرق متكئين فيها على الأرائك ۚ نعم الثواب وحسنت مرتفقا,الكهف
18,32,واضرب لهم مثلا رجلين جعلنا لأحدهما جنتين من أعناب وحففناهما بنخل وجعلنا بينهما زرعا,الكهف
18,33,كلتا الجنتين آتت أكلها ولم تظلم منه شيئا ۚ وفجرنا خلالهما نهرا,الكهف
18,34,وكان له ثمر فقال لصاحبه وهو يحاوره أنا أكثر منك مالا وأعز نفرا,الكهف
18,35,ودخل جنته وهو ظالم لنفسه قال ما أظن أن تبيد هذه أبدا,الكهف
18,36,وما أظن الساعة قائمة ولئن رددت إلى ربي لأجدن خيرا منها منقلبا,الكهف
18,37,قال له صاحبه وهو يحاوره أكفرت بالذي خلقك من تراب ثم من نطفة ثم سواك رجلا,الكهف
18,38,لكنا هو الله ربي ولا أشرك بربي أحدا,الكهف
18,39,ولولا إذ دخلت جنتك قلت ما شاء الله لا قوة إلا بالله ۚ إن ترن أنا أقل منك مالا وولدا,الكهف
18,40,فعسى ربي أن يؤتين خيرا من جنتك ويرسل عليها حسبانا من السماء فتصبح صعيدا زلقا,الكهف
18,41,أو يصبح ماؤها غورا فلن تستطيع له طلبا,الكهف
18,42,وأحيط بثمره فأصبح يقلب كفيه على ما أنفق فيها وهي خاوية على عروشها ويقول يا ليتني لم أشرك بربي أحدا,الكهف
18,43,ولم تكن له فئة ينصرونه من دون الله وما كان منتصرا,الكهف
18,44,هنالك الولاية لله الحق ۚ هو خير ثوابا وخير عقبا,الكهف
18,45,واضرب لهم مثل الحياة الدنيا كماء أنزلناه من السماء فاختلط به نبات الأرض فأصبح هشيما تذروه الرياح ۗ وكان الله على كل شيء مقتدرا,الكهف
18,46,المال والبنون زينة الحياة الدنيا ۖ والباقيات الصالحات خير عند ربك ثوابا وخير أملا,الكهف
18,47,ويوم نسير الجبال وترى الأرض بارزة وحشرناهم فلم نغادر منهم أحدا,الكهف
18,48,وعرضوا على ربك صفا لقد جئتمونا كما خلقناكم أول مرة ۚ بل زعمتم ألن نجعل لكم موعدا,الكهف
18,49,ووضع الكتاب فترى المجرمين مشفقين مما فيه ويقولون يا ويلتنا مال هذا الكتاب لا يغادر صغيرة ولا كبيرة إلا أحصاها ۚ ووجدوا ما عملوا حاضرا ۗ ولا يظلم ربك أحدا,الكهف
18,50,وإذ قلنا للملائكة اسجدوا لآدم فسجدوا إلا إبليس كان من الجن ففسق عن أمر ربه ۗ أفتتخذونه وذريته أولياء من دوني وهم لكم عدو ۚ بئس للظالمين بدلا,الكهف
18,51,ما أشهدتهم خلق السماوات والأرض ولا خلق أنفسهم وما كنت متخذ المضلين عضدا,الكهف
18,52,ويوم يقول نادوا شركائي الذين زعمتم فدعوهم فلم يستجيبوا لهم وجعلنا بينهم موبقا,الكهف
18,53,ورأى المجرمون النار فظنوا أنهم مواقعوها ولم يجدوا عنها مصرفا,الكهف
18,54,ولقد صرفنا في هذا القرآن للناس من كل مثل ۚ وكان الإنسان أكثر شيء جدلا,الكهف
18,55,وما منع الناس أن يؤمنوا إذ جاءهم الهدى ويستغفروا ربهم إلا أن تأتيهم سنة الأولين أو يأتيهم العذاب قبلا,الكهف
18,56,وما نرسل المرسلين إلا مبشرين ومنذرين ۚ ويجادل الذين كفروا بالباطل ليدحضوا به الحق ۖ واتخذوا آياتي وما أنذروا هزوا,الكهف
18,57,ومن أظلم ممن ذكر بآيات ربه فأعرض عنها ونسي ما قدمت يداه ۚ إنا جعلنا على قلوبهم أكنة أن يفقهوه وفي آذانهم وقرا ۖ وإن تدعهم إلى الهدى فلن يهتدوا إذا أبدا,الكهف
18,58,وربك الغفور ذو الرحمة ۖ لو يؤاخذهم بما كسبوا لعجل لهم العذاب ۚ بل لهم موعد لن يجدوا من دونه موئلا,الكهف
18,59,وتلك القرى أهلكناهم لما ظلموا وجعلنا لمهلكهم موعدا,الكهف
18,60,وإذ قال موسى لفتاه لا أبرح حتى أبلغ مجمع البحرين أو أمضي حقبا,الكهف
18,61,فلما بلغا مجمع بينهما نسيا حوتهما فاتخذ سبيله في البحر سربا,الكهف
18,62,فلما جاوزا قال لفتاه آتنا غداءنا لقد لقينا من سفرنا هذا نصبا,الكهف
18,63,قال أرأيت إذ أوينا إلى الصخرة فإني نسيت الحوت وما أنسانيه إلا الشيطان أن أذكره ۚ واتخذ سبيله في البحر عجبا,الكهف
18,64,قال ذلك ما كنا نبغ ۚ فارتدا على آثارهما قصصا,الكهف
18,65,فوجدا عبدا من عبادنا آتيناه رحمة من عندنا وعلمناه من لدنا علما,الكهف
18,66,قال له موسى هل أتبعك على أن تعلمن مما علمت رشدا,الكهف
18,67,قال إنك لن تستطيع معي صبرا,الكهف
18,68,وكيف تصبر على ما لم تحط به خبرا,الكهف
18,69,قال ستجدني إن شاء الله صابرا ولا أعصي لك أمرا,الكهف
18,70,قال فإن اتبعتني فلا تسألني عن شيء حتى أحدث لك منه ذكرا,الكهف
18,71,فانطلقا حتى إذا ركبا في السفينة خرقها ۖ قال أخرقتها لتغرق أهلها لقد جئت شيئا إمرا,الكهف
18,72,قال ألم أقل إنك لن تستطيع معي صبرا,الكهف
18,73,قال لا تؤاخذني بما نسيت ولا ترهقني من أمري عسرا,الكهف
18,74,فانطلقا حتى إذا لقيا غلاما فقتله قال أقتلت نفسا زكية بغير نفس لقد جئت شيئا نكرا,الكهف
18,75,قال ألم أقل لك إنك لن تستطيع معي صبرا,الكهف
18,76,قال إن سألتك عن شيء بعدها فلا تصاحبني ۖ قد بلغت من لدني عذرا,الكهف
18,77,فانطلقا حتى إذا أتيا أهل قرية استطعما أهلها فأبوا أن يضيفوهما فوجدا فيها جدارا يريد أن ينقض فأقامه ۖ قال لو شئت لاتخذت عليه أجرا,الكهف
18,78,قال هذا فراق بيني وبينك ۚ سأنبئك بتأويل ما لم تستطع عليه صبرا,الكهف
18,79,أما السفينة فكانت لمساكين يعملون في البحر فأردت أن أعيبها وكان وراءهم ملك يأخذ كل سفينة غصبا,الكهف
18,80,وأما الغلام فكان أبواه مؤمنين فخشينا أن يرهقهما طغيانا وكفرا,الكهف
18,81,فأردنا أن يبدلهما ربهما خيرا منه زكاة وأقرب رحما,الكهف
18,82,وأما الجدار فكان لغلامين يتيمين في المدينة وكان تحته كنز لهما وكان أبوهما صالحا فأراد ربك أن يبلغا أشدهما ويستخرجا كنزهما رحمة من ربك ۚ وما فعلته عن أمري ۚ ذلك تأويل ما لم تسطع عليه صبرا,الكهف
18,83,ويسألونك عن ذي القرنين ۖ قل سأتلو عليكم منه ذكرا,الكهف
18,84,إنا مكنا له في الأرض وآتيناه من كل شيء سببا,الكهف
18,85,فأتبع سببا,الكهف
18,86,حتى إذا بلغ مغرب الشمس وجدها تغرب في عين حمئة ووجد عندها قوما ۗ قلنا يا ذا القرنين إما أن تعذب وإما أن تتخذ فيهم حسنا,الكهف
18,87,قال أما من ظلم فسوف نعذبه ثم يرد إلى ربه فيعذبه عذابا نكرا,الكهف
18,88,وأما من آمن وعمل صالحا فله جزاء الحسنى ۖ وسنقول له من أمرنا يسرا,الكهف
18,89,ثم أتبع سببا,الكهف
18,90,حتى إذا بلغ مطلع الشمس وجدها تطلع على قوم لم نجعل لهم من دونها سترا,الكهف
18,91,كذلك وقد أحطنا بما لديه خبرا,الكهف
18,92,ثم أتبع سببا,الكهف
18,93,حتى إذا بلغ بين السدين وجد من دونهما قوما لا يكادون يفقهون قولا,الكهف
18,94,قالوا يا ذا القرنين إن يأجوج ومأجوج مفسدون في الأرض فهل نجعل لك خرجا على أن تجعل بيننا وبينهم سدا,الكهف
18,95,قال ما مكني فيه ربي خير فأعينوني بقوة أجعل بينكم وبينهم ردما,الكهف
18,96,آتوني زبر الحديد ۖ حتى إذا ساوى بين الصدفين قال انفخوا ۖ حتى إذا جعله نارا قال آتوني أفرغ عليه قطرا,الكهف
18,97,فما اسطاعوا أن يظهروه وما استطاعوا له نقبا,الكهف
18,98,قال هذا رحمة من ربي ۖ فإذا جاء وعد ربي جعله دكاء ۖ وكان وعد ربي حقا,الكهف
18,99,وتركنا بعضهم يومئذ يموج في بعض ۖ ونفخ في الصور فجمعناهم جمعا,الكهف
18,100,وعرضنا جهنم يومئذ للكافرين عرضا,الكهف
18,101,الذين كانت أعينهم في غطاء عن ذكري وكانوا لا يستطيعون سمعا,الكهف
18,102,أفحسب الذين كفروا أن يتخذوا عبادي من دوني أولياء ۚ إنا أعتدنا جهنم للكافرين نزلا,الكهف
18,103,قل هل ننبئكم بالأخسرين أعمالا,الكهف
18,104,الذين ضل سعيهم في الحياة الدنيا وهم يحسبون أنهم يحسنون صنعا,الكهف
18,105,أولئك الذين كفروا بآيات ربهم ولقائه فحبطت أعمالهم فلا نقيم لهم يوم القيامة وزنا,الكهف
18,106,ذلك جزاؤهم جهنم بما كفروا واتخذوا آياتي ورسلي هزوا,الكهف
18,107,إن الذين آمنوا وعملوا الصالحات كانت لهم جنات الفردوس نزلا,الكهف
18,108,خالدين فيها لا يبغون عنها حولا,الكهف
18,109,قل لو كان البحر مدادا لكلمات ربي لنفد البحر قبل أن تنفد كلمات ربي ولو جئنا بمثله مددا,الكهف
18,110,قل إنما أنا بشر مثلكم يوحى إلي أنما إلهكم إله واحد ۖ فمن كان يرجو لقاء ربه فليعمل عملا صالحا ولا يشرك بعبادة ربه أحدا,الكهف
19,1,كهيعص,مريم
19,2,ذكر رحمت ربك عبده زكريا,مريم
19,3,إذ نادى ربه نداء خفيا,مريم
19,4,قال رب إني وهن العظم مني واشتعل الرأس شيبا ولم أكن بدعائك رب شقيا,مريم
19,5,وإني خفت الموالي من ورائي وكانت امرأتي عاقرا فهب لي من لدنك وليا,مريم
19,6,يرثني ويرث من آل يعقوب ۖ واجعله رب رضيا,مريم
19,7,يا زكريا إنا نبشرك بغلام اسمه يحيى لم نجعل له من قبل سميا,مريم
19,8,قال رب أنى يكون لي غلام وكانت امرأتي عاقرا وقد بلغت من الكبر عتيا,مريم
19,9,قال كذلك قال ربك هو علي هين وقد خلقتك من قبل ولم تك شيئا,مريم
19,10,قال رب اجعل لي آية ۚ قال آيتك ألا تكلم الناس ثلاث ليال سويا,مريم
19,11,فخرج على قومه من المحراب فأوحى إليهم أن سبحوا بكرة وعشيا,مريم
19,12,يا يحيى خذ الكتاب بقوة ۖ وآتيناه الحكم صبيا,مريم
19,13,وحنانا من لدنا وزكاة ۖ وكان تقيا,مريم
19,14,وبرا بوالديه ولم يكن جبارا عصيا,مريم
19,15,وسلام عليه يوم ولد ويوم يموت ويوم يبعث حيا,مريم
19,16,واذكر في الكتاب مريم إذ انتبذت من أهلها مكانا شرقيا,مريم
19,17,فاتخذت من دونهم حجابا فأرسلنا إليها روحنا فتمثل لها بشرا سويا,مريم
19,18,قالت إني أعوذ بالرحمن منك إن كنت تقيا,مريم
19,19,قال إنما أنا رسول ربك لأهب لك غلاما زكيا,مريم
19,20,قالت أنى يكون لي غلام ولم يمسسني بشر ولم أك بغيا,مريم
19,21,قال كذلك قال ربك هو علي هين ۖ ولنجعله آية للناس ورحمة منا ۚ وكان أمرا مقضيا,مريم
19,22,فحملته فانتبذت به مكانا قصيا,مريم
19,23,فأجاءها المخاض إلى جذع النخلة قالت يا ليتني مت قبل هذا وكنت نسيا منسيا,مريم
19,24,فناداها من تحتها ألا تحزني قد جعل ربك تحتك سريا,مريم
19,25,وهزي إليك بجذع النخلة تساقط عليك رطبا جنيا,مريم
19,26,فكلي واشربي وقري عينا ۖ فإما ترين من البشر أحدا فقولي إني نذرت للرحمن صوما فلن أكلم اليوم إنسيا,مريم
19,27,فأتت به قومها تحمله ۖ قالوا يا مريم لقد جئت شيئا فريا,مريم
19,28,يا أخت هارون ما كان أبوك امرأ سوء وما كانت أمك بغيا,مريم
19,29,فأشارت إليه ۖ قالوا كيف نكلم من كان في المهد صبيا,مريم
19,30,قال إني عبد الله آتاني الكتاب وجعلني نبيا,مريم
19,31,وجعلني مباركا أين ما كنت وأوصاني بالصلاة والزكاة ما دمت حيا,مريم
19,32,وبرا بوالدتي ولم يجعلني جبارا شقيا,مريم
19,33,والسلام علي يوم ولدت ويوم أموت ويوم أبعث حيا,مريم
19,34,ذلك عيسى ابن مريم ۚ قول الحق الذي فيه يمترون,مريم
19,35,ما كان لله أن يتخذ من ولد ۖ سبحانه ۚ إذا قضى أمرا فإنما يقول له كن فيكون,مريم
19,36,وإن الله ربي وربكم فاعبدوه ۚ هذا صراط مستقيم,مريم
19,37,فاختلف الأحزاب من بينهم ۖ فويل للذين كفروا من مشهد يوم عظيم,مريم
19,38,أسمع بهم وأبصر يوم يأتوننا ۖ لكن الظالمون اليوم في ضلال مبين,مريم
19,39,وأنذرهم يوم الحسرة إذ قضي الأمر وهم في غفلة وهم لا يؤمنون,مريم
19,40,إنا نحن نرث الأرض ومن عليها وإلينا يرجعون,مريم
19,41,واذكر في الكتاب إبراهيم ۚ إنه كان صديقا نبيا,مريم
19,42,إذ قال لأبيه يا أبت لم تعبد ما لا يسمع ولا يبصر ولا يغني عنك شيئا,مريم
19,43,يا أبت إني قد جاءني من العلم ما لم يأتك فاتبعني أهدك صراطا سويا,مريم
19,44,يا أبت لا تعبد الشيطان ۖ إن الشيطان كان للرحمن عصيا,مريم
19,45,يا أبت إني أخاف أن يمسك عذاب من الرحمن فتكون للشيطان وليا,مريم
19,46,قال أراغب أنت عن آلهتي يا إبراهيم ۖ لئن لم تنته لأرجمنك ۖ واهجرني مليا,مريم
19,47,قال سلام عليك ۖ سأستغفر لك ربي ۖ إنه كان بي حفيا,مريم
19,48,وأعتزلكم وما تدعون من دون الله وأدعو ربي عسى ألا أكون بدعاء ربي شقيا,مريم
19,49,فلما اعتزلهم وما يعبدون من دون الله وهبنا له إسحاق ويعقوب ۖ وكلا جعلنا نبيا,مريم
19,50,ووهبنا لهم من رحمتنا وجعلنا لهم لسان صدق عليا,مريم
19,51,واذكر في الكتاب موسى ۚ إنه كان مخلصا وكان رسولا نبيا,مريم
19,52,وناديناه من جانب الطور الأيمن وقربناه نجيا,مريم
19,53,ووهبنا له من رحمتنا أخاه هارون نبيا,مريم
19,54,واذكر في الكتاب إسماعيل ۚ إنه كان صادق الوعد وكان رسولا نبيا,مريم
19,55,وكان يأمر أهله بالصلاة والزكاة وكان عند ربه مرضيا,مريم
19,56,واذكر في الكتاب إدريس ۚ إنه كان صديقا نبيا,مريم
19,57,ورفعناه مكانا عليا,مريم
19,58,أولئك الذين أنعم الله عليهم من النبيين من ذرية آدم وممن حملنا مع نوح ومن ذرية إبراهيم وإسرائيل وممن هدينا واجتبينا ۚ إذا تتلى عليهم آيات الرحمن خروا سجدا وبكيا ۩,مريم
19,59,فخلف من بعدهم خلف أضاعوا الصلاة واتبعوا الشهوات ۖ فسوف يلقون غيا,مريم
19,60,إلا من تاب وآمن وعمل صالحا فأولئك يدخلون الجنة ولا يظلمون شيئا,مريم
19,61,جنات عدن التي وعد الرحمن عباده بالغيب ۚ إنه كان وعده مأتيا,مريم
19,62,لا يسمعون فيها لغوا إلا سلاما ۖ ولهم رزقهم فيها بكرة وعشيا,مريم
19,63,تلك الجنة التي نورث من عبادنا من كان تقيا,مريم
19,64,وما نتنزل إلا بأمر ربك ۖ له ما بين أيدينا وما خلفنا وما بين ذلك ۚ وما كان ربك نسيا,مريم
19,65,رب السماوات والأرض وما بينهما فاعبده واصطبر لعبادته ۚ هل تعلم له سميا,مريم
19,66,ويقول الإنسان أإذا ما مت لسوف أخرج حيا,مريم
19,67,أولا يذكر الإنسان أنا خلقناه من قبل ولم يك شيئا,مريم
19,68,فوربك لنحشرنهم والشياطين ثم لنحضرنهم حول جهنم جثيا,مريم
19,69,ثم لننزعن من كل شيعة أيهم أشد على الرحمن عتيا,مريم
19,70,ثم لنحن أعلم بالذين هم أولى بها صليا,مريم
19,71,وإن منكم إلا واردها ۚ كان على ربك حتما مقضيا,مريم
19,72,ثم ننجي الذين اتقوا ونذر الظالمين فيها جثيا,مريم
19,73,وإذا تتلى عليهم آياتنا بينات قال الذين كفروا للذين آمنوا أي الفريقين خير مقاما وأحسن نديا,مريم
19,74,وكم أهلكنا قبلهم من قرن هم أحسن أثاثا ورئيا,مريم
19,75,قل من كان في الضلالة فليمدد له الرحمن مدا ۚ حتى إذا رأوا ما يوعدون إما العذاب وإما الساعة فسيعلمون من هو شر مكانا وأضعف جندا,مريم
19,76,ويزيد الله الذين اهتدوا هدى ۗ والباقيات الصالحات خير عند ربك ثوابا وخير مردا,مريم
19,77,أفرأيت الذي كفر بآياتنا وقال لأوتين مالا وولدا,مريم
19,78,أطلع الغيب أم اتخذ عند الرحمن عهدا,مريم
19,79,كلا ۚ سنكتب ما يقول ونمد له من العذاب مدا,مريم
19,80,ونرثه ما يقول ويأتينا فردا,مريم
19,81,واتخذوا من دون الله آلهة ليكونوا لهم عزا,مريم
19,82,كلا ۚ سيكفرون بعبادتهم ويكونون عليهم ضدا,مريم
19,83,ألم تر أنا أرسلنا الشياطين على الكافرين تؤزهم أزا,مريم
19,84,فلا تعجل عليهم ۖ إنما نعد لهم عدا,مريم
19,85,يوم نحشر المتقين إلى الرحمن وفدا,مريم
19,86,ونسوق المجرمين إلى جهنم وردا,مريم
19,87,لا يملكون الشفاعة إلا من اتخذ عند الرحمن عهدا,مريم
19,88,وقالوا اتخذ الرحمن ولدا,مريم
19,89,لقد جئتم شيئا إدا,مريم
19,90,تكاد السماوات يتفطرن منه وتنشق الأرض وتخر الجبال هدا,مريم
19,91,أن دعوا للرحمن ولدا,مريم
19,92,وما ينبغي للرحمن أن يتخذ ولدا,مريم
19,93,إن كل من في السماوات والأرض إلا آتي الرحمن عبدا,مريم
19,94,لقد أحصاهم وعدهم عدا,مريم
19,95,وكلهم آتيه يوم القيامة فردا,مريم
19,96,إن الذين آمنوا وعملوا الصالحات سيجعل لهم الرحمن ودا,مريم
19,97,فإنما يسرناه بلسانك لتبشر به المتقين وتنذر به قوما لدا,مريم
19,98,وكم أهلكنا قبلهم من قرن هل تحس منهم من أحد أو تسمع لهم ركزا,مريم
20,1,طه,طه
20,2,ما أنزلنا عليك القرآن لتشقى,طه
20,3,إلا تذكرة لمن يخشى,طه
20,4,تنزيلا ممن خلق الأرض والسماوات العلى,طه
20,5,الرحمن على العرش استوى,طه
20,6,له ما في السماوات وما في الأرض وما بينهما وما تحت الثرى,طه
20,7,وإن تجهر بالقول فإنه يعلم السر وأخفى,طه
20,8,الله لا إله إلا هو ۖ له الأسماء الحسنى,طه
20,9,وهل أتاك حديث موسى,طه
20,10,إذ رأى نارا فقال لأهله امكثوا إني آنست نارا لعلي آتيكم منها بقبس أو أجد على النار هدى,طه
20,11,فلما أتاها نودي يا موسى,طه
20,12,إني أنا ربك فاخلع نعليك ۖ إنك بالواد المقدس طوى,طه
20,13,وأنا اخترتك فاستمع لما يوحى,طه
20,14,إنني أنا الله لا إله إلا أنا فاعبدني وأقم الصلاة لذكري,طه
20,15,إن الساعة آتية أكاد أخفيها لتجزى كل نفس بما تسعى,طه
20,16,فلا يصدنك عنها من لا يؤمن بها واتبع هواه فتردى,طه
20,17,وما تلك بيمينك يا موسى,طه
20,18,قال هي عصاي أتوكأ عليها وأهش بها على غنمي ولي فيها مآرب أخرى,طه
20,19,قال ألقها يا موسى,طه
20,20,فألقاها فإذا هي حية تسعى,طه
20,21,قال خذها ولا تخف ۖ سنعيدها سيرتها الأولى,طه
20,22,واضمم يدك إلى جناحك تخرج بيضاء من غير سوء آية أخرى,طه
20,23,لنريك من آياتنا الكبرى,طه
20,24,اذهب إلى فرعون إنه طغى,طه
20,25,قال رب اشرح لي صدري,طه
20,26,ويسر لي أمري,طه
20,27,واحلل عقدة من لساني,طه
20,28,يفقهوا قولي,طه
20,29,واجعل لي وزيرا من أهلي,طه
20,30,هارون أخي,طه
20,31,اشدد به أزري,طه
20,32,وأشركه في أمري,طه
20,33,كي نسبحك كثيرا,طه
20,34,ونذكرك كثيرا,طه
20,35,إنك كنت بنا بصيرا,طه
20,36,قال قد أوتيت سؤلك يا موسى,طه
20,37,ولقد مننا عليك مرة أخرى,طه
20,38,إذ أوحينا إلى أمك ما يوحى,طه
20,39,أن اقذفيه في التابوت فاقذفيه في اليم فليلقه اليم بالساحل يأخذه عدو لي وعدو له ۚ وألقيت عليك محبة مني ولتصنع على عيني,طه
20,40,إذ تمشي أختك فتقول هل أدلكم على من يكفله ۖ فرجعناك إلى أمك كي تقر عينها ولا تحزن ۚ وقتلت نفسا فنجيناك من الغم وفتناك فتونا ۚ فلبثت سنين في أهل مدين ثم جئت على قدر يا موسى,طه
20,41,واصطنعتك لنفسي,طه
20,42,اذهب أنت وأخوك بآياتي ولا تنيا في ذكري,طه
20,43,اذهبا إلى فرعون إنه طغى,طه
20,44,فقولا له قولا لينا لعله يتذكر أو يخشى,طه
20,45,قالا ربنا إننا نخاف أن يفرط علينا أو أن يطغى,طه
20,46,قال لا تخافا ۖ إنني معكما أسمع وأرى,طه
20,47,فأتياه فقولا إنا رسولا ربك فأرسل معنا بني إسرائيل ولا تعذبهم ۖ قد جئناك بآية من ربك ۖ والسلام على من اتبع الهدى,طه
20,48,إنا قد أوحي إلينا أن العذاب على من كذب وتولى,طه
20,49,قال فمن ربكما يا موسى,طه
20,50,قال ربنا الذي أعطى كل شيء خلقه ثم هدى,طه
20,51,قال فما بال القرون الأولى,طه
20,52,قال علمها عند ربي في كتاب ۖ لا يضل ربي ولا ينسى,طه
20,53,الذي جعل لكم الأرض مهدا وسلك لكم فيها سبلا وأنزل من السماء ماء فأخرجنا به أزواجا من نبات شتى,طه
20,54,كلوا وارعوا أنعامكم ۗ إن في ذلك لآيات لأولي النهى,طه
20,55,منها خلقناكم وفيها نعيدكم ومنها نخرجكم تارة أخرى,طه
20,56,ولقد أريناه آياتنا كلها فكذب وأبى,طه
20,57,قال أجئتنا لتخرجنا من أرضنا بسحرك يا موسى,طه
20,58,فلنأتينك بسحر مثله فاجعل بيننا وبينك موعدا لا نخلفه نحن ولا أنت مكانا سوى,طه
20,59,قال موعدكم يوم الزينة وأن يحشر الناس ضحى,طه
20,60,فتولى فرعون فجمع كيده ثم أتى,طه
20,61,قال لهم موسى ويلكم لا تفتروا على الله كذبا فيسحتكم بعذاب ۖ وقد خاب من افترى,طه
20,62,فتنازعوا أمرهم بينهم وأسروا النجوى,طه
20,63,قالوا إن هذان لساحران يريدان أن يخرجاكم من أرضكم بسحرهما ويذهبا بطريقتكم المثلى,طه
20,64,فأجمعوا كيدكم ثم ائتوا صفا ۚ وقد أفلح اليوم من استعلى,طه
20,65,قالوا يا موسى إما أن تلقي وإما أن نكون أول من ألقى,طه
20,66,قال بل ألقوا ۖ فإذا حبالهم وعصيهم يخيل إليه من سحرهم أنها تسعى,طه
20,67,فأوجس في نفسه خيفة موسى,طه
20,68,قلنا لا تخف إنك أنت الأعلى,طه
20,69,وألق ما في يمينك تلقف ما صنعوا ۖ إنما صنعوا كيد ساحر ۖ ولا يفلح الساحر حيث أتى,طه
20,70,فألقي السحرة سجدا قالوا آمنا برب هارون وموسى,طه
20,71,قال آمنتم له قبل أن آذن لكم ۖ إنه لكبيركم الذي علمكم السحر ۖ فلأقطعن أيديكم وأرجلكم من خلاف ولأصلبنكم في جذوع النخل ولتعلمن أينا أشد عذابا وأبقى,طه
20,72,قالوا لن نؤثرك على ما جاءنا من البينات والذي فطرنا ۖ فاقض ما أنت قاض ۖ إنما تقضي هذه الحياة الدنيا,طه
20,73,إنا آمنا بربنا ليغفر لنا خطايانا وما أكرهتنا عليه من السحر ۗ والله خير وأبقى,طه
20,74,إنه من يأت ربه مجرما فإن له جهنم لا يموت فيها ولا يحيى,طه
20,75,ومن يأته مؤمنا قد عمل الصالحات فأولئك لهم الدرجات العلى,طه
20,76,جنات عدن تجري من تحتها الأنهار خالدين فيها ۚ وذلك جزاء من تزكى,طه
20,77,ولقد أوحينا إلى موسى أن أسر بعبادي فاضرب لهم طريقا في البحر يبسا لا تخاف دركا ولا تخشى,طه
20,78,فأتبعهم فرعون بجنوده فغشيهم من اليم ما غشيهم,طه
20,79,وأضل فرعون قومه وما هدى,طه
20,80,يا بني إسرائيل قد أنجيناكم من عدوكم وواعدناكم جانب الطور الأيمن ونزلنا عليكم المن والسلوى,طه
20,81,كلوا من طيبات ما رزقناكم ولا تطغوا فيه فيحل عليكم غضبي ۖ ومن يحلل عليه غضبي فقد هوى,طه
20,82,وإني لغفار لمن تاب وآمن وعمل صالحا ثم اهتدى,طه
20,83,وما أعجلك عن قومك يا موسى,طه
20,84,قال هم أولاء على أثري وعجلت إليك رب لترضى,طه
20,85,قال فإنا قد فتنا قومك من بعدك وأضلهم السامري,طه
